site15 CFKADS2218   75  60.7470  60.7880  2025   60  18   433.74     0.17  0.0332   2039.3     3.32   0.167   127.0    5.4   1.188    1598  1  0.040
site15 CFKADS2218   75  60.7880  60.8300  2025   60  19   434.07     0.20  0.0332   2035.5     0.83   0.167   127.7    5.4   1.188    1585  1  0.040
site15 CFKADS2218   75  60.8300  60.8720  2025   60  20   433.94     0.29  0.0332   2034.7     0.86   0.167   130.2    5.3   1.188    1597  1  0.040
site15 CFKADS2218   75  60.8720  60.9130  2025   60  21   433.97     0.18  0.0332   2036.3     2.38   0.167   133.9    6.0   1.188    1585  1  0.040
site15 CFKADS2218   75  60.9130  60.9550  2025   60  22   434.01     0.28  0.0332   2035.7     1.07   0.167   133.1    5.5   1.188    1580  1  0.040
site15 CFKADS2218   75  60.9550  60.9970  2025   60  23   434.29     0.14  0.0332   2046.5     9.05   0.167   140.7    5.8   1.188    1576  1  0.040
site15 CFKADS2218   75  60.9970  61.0380  2025   61   0   434.23     0.15  0.0337   2039.8     2.65   0.173   144.2    6.4   1.161    1577  1  0.040
site15 CFKADS2218   75  61.0380  61.0800  2025   61   1   434.32     0.31  0.0337   2036.4     0.97   0.173   136.0    5.2   1.161    1565  1  0.040
site15 CFKADS2218   75  61.0800  61.1220  2025   61   2   435.44     0.17  0.0337   2038.9     1.90   0.173   140.0    7.4   1.161    1577  1  0.040
site15 CFKADS2218   75  61.1220  61.1630  2025   61   3   435.52     0.20  0.0337   2037.5     0.95   0.173   135.6    5.4   1.161    1592  1  0.040
site15 CFKADS2218   75  61.1630  61.2050  2025   61   4   435.75     0.18  0.0337   2037.5     0.76   0.173   136.3    5.1   1.161    1592  1  0.040
site15 CFKADS2218   75  61.2050  61.2470  2025   61   5   436.06     0.21  0.0337   2040.1     0.58   0.173   137.8    5.6   1.161    1596  1  0.040
site15 CFKADS2218   75  61.2470  61.2880  2025   61   6   436.48     1.52  0.0337   2041.4     0.80   0.173   139.5    9.9   1.161    1598  1  0.040
site15 CFKADS2218   75  61.2880  61.3300  2025   61   7   436.49     1.08  0.0337   2045.0     1.24   0.173   137.9    7.2   1.161    1593  1  0.040
site15 CFKADS2218   75  61.3300  61.3720  2025   61   8   434.99     0.49  0.0337   2046.7     3.30   0.173   135.0    6.0   1.161    1599  1  0.040
site15 CFKADS2218   75  61.3720  61.4130  2025   61   9   436.01     0.43  0.0337   2052.9     2.14   0.173   138.8    5.9   1.161    1589  1  0.040
site15 CFKADS2218   75  61.4130  61.4550  2025   61  10   436.20     0.35  0.0337   2053.1     3.25   0.173   138.5    5.4   1.161    1589  1  0.040
site15 CFKADS2218   75  61.4550  61.4970  2025   61  11   435.60     0.30  0.0337   2045.3     3.83   0.173   137.6    6.7   1.161    1589  1  0.040
site15 CFKADS2218   75  61.4970  61.5380  2025   61  12   435.77     0.41  0.0337   2045.4     2.89   0.173   139.4    6.3   1.161    1584  1  0.040
site15 CFKADS2218   75  61.5380  61.5800  2025   61  13   437.02     3.37  0.0337   2063.4    31.39   0.173   139.6    9.3   1.161    1593  1  0.040
site15 CFKADS2218   75  61.5800  61.6220  2025   61  14   440.15     2.24  0.0337   2070.9     8.24   0.173   144.8    7.6   1.161    1592  1  0.040
site15 CFKADS2218   75  61.6220  61.6630  2025   61  15   438.67     0.55  0.0337   2064.2     4.32   0.173   146.6    6.2   1.161    1270  1  0.040
site15 CFKADS2218   75  61.6630  61.7050  2025   61  16   438.92     0.72  0.0337   2060.8     3.70   0.173   152.1    6.5   1.161    1608  1  0.040
site15 CFKADS2218   75  61.7050  61.7470  2025   61  17   436.99     0.55  0.0337   2049.2     3.42   0.173   143.6    9.6   1.161    1601  1  0.040
site15 CFKADS2218   75  61.7470  61.7880  2025   61  18   435.76     0.30  0.0337   2043.7     0.77   0.173   139.6    5.4   1.161    1612  1  0.040
site15 CFKADS2218   75  61.7880  61.8300  2025   61  19   434.69     0.30  0.0337   2040.1     0.72   0.173   137.4    5.5   1.161    1619  1  0.040
site15 CFKADS2218   75  61.8300  61.8720  2025   61  20   434.17     0.19  0.0337   2037.9     0.97   0.173   136.7    5.6   1.161    1620  1  0.040
site15 CFKADS2218   75  61.8720  61.9130  2025   61  21   434.26     0.27  0.0337   2036.0     0.40   0.173   136.9    5.6   1.161    1625  1  0.040
site15 CFKADS2218   75  61.9130  61.9550  2025   61  22   435.17     0.33  0.0337   2035.4     0.50   0.173   143.9    5.4   1.161    1610  1  0.040
site15 CFKADS2218   75  61.9550  61.9970  2025   61  23   435.97     0.43  0.0337   2035.0     0.42   0.173   147.4    5.8   1.161    1597  1  0.040
site15 CFKADS2218   75  61.9970  62.0380  2025   62   0   436.71     0.94  0.0367   2034.9     0.27   0.194   149.1    6.4   1.168    1594  1  0.040
site15 CFKADS2218   75  62.0380  62.0800  2025   62   1   436.15     2.21  0.0367   2036.4     2.86   0.194   146.1    9.7   1.168    1588  1  0.040
site15 CFKADS2218   75  62.0800  62.1220  2025   62   2   435.40     0.10  0.0367   2039.9     1.05   0.194   148.0    6.1   1.168    1581  1  0.040
site15 CFKADS2218   75  62.1220  62.1630  2025   62   3   435.56     0.17  0.0367   2041.7     2.28   0.194   146.2    5.9   1.168    1577  1  0.040
site15 CFKADS2218   75  62.1630  62.2050  2025   62   4   435.63     0.33  0.0367   2044.2     2.38   0.194   146.4    6.8   1.168    1586  1  0.040
site15 CFKADS2218   75  62.2050  62.2470  2025   62   5   435.66     0.35  0.0367   2041.5     1.45   0.194   146.0    5.3   1.168    1585  1  0.040
site15 CFKADS2218   75  62.2470  62.2880  2025   62   6   436.21     1.48  0.0367   2042.5     2.54   0.194   152.0    7.3   1.168    1601  1  0.040
site15 CFKADS2218   75  62.2880  62.3300  2025   62   7   436.74     0.50  0.0367   2055.1     4.73   0.194   159.1    5.5   1.168    1591  1  0.040
site15 CFKADS2218   75  62.3300  62.3720  2025   62   8   438.60     1.17  0.0367   2054.6     1.52   0.194   161.8    6.0   1.168    1597  1  0.040
site15 CFKADS2218   75  62.3720  62.4130  2025   62   9   448.40    12.18  0.0367   2056.6     8.05   0.194   157.5    5.7   1.168    1588  1  0.040
site15 CFKADS2218   75  62.4130  62.4550  2025   62  10   447.65     6.66  0.0367   2062.9    11.12   0.194   156.6    5.8   1.168    1596  1  0.040
site15 CFKADS2218   75  62.4550  62.4970  2025   62  11   442.76     1.91  0.0367   2064.2     4.86   0.194   158.7    6.2   1.168    1595  1  0.040
site15 CFKADS2218   75  62.4970  62.5380  2025   62  12   445.58     3.20  0.0367   2065.6     8.85   0.194   161.8    5.7   1.168    1595  1  0.040
site15 CFKADS2218   75  62.5380  62.5800  2025   62  13   443.19     1.45  0.0367   2049.7     2.10   0.194   154.6    6.2   1.168    1597  1  0.040
site15 CFKADS2218   75  62.5800  62.6220  2025   62  14   445.42     2.47  0.0367   2051.5     1.15   0.194   157.5    6.0   1.168    1264  1  0.040
site15 CFKADS2218   75  62.6220  62.6630  2025   62  15   438.17     0.71  0.0367   2051.1     0.91   0.194   152.7    6.8   1.168    1599  1  0.040
site15 CFKADS2218   75  62.6630  62.7050  2025   62  16   437.52     0.23  0.0367   2059.8     2.88   0.194   148.5    5.6   1.168    1588  1  0.040
site15 CFKADS2218   75  62.7050  62.7470  2025   62  17   437.89     0.30  0.0367   2071.5     5.04   0.194   150.4    5.8   1.168    1583  1  0.040
site15 CFKADS2218   75  62.7470  62.7880  2025   62  18   438.87     1.43  0.0367   2078.2     3.20   0.194   147.9    5.5   1.168    1584  1  0.040
site15 CFKADS2218   75  62.7880  62.8300  2025   62  19   437.92     0.91  0.0367   2064.3     7.53   0.194   145.3    5.6   1.168    1582  1  0.040
site15 CFKADS2218   75  62.8300  62.8720  2025   62  20   437.69     0.52  0.0367   2051.9     1.01   0.194   142.3    5.5   1.168    1594  1  0.040
site15 CFKADS2218   75  62.8720  62.9130  2025   62  21   437.31     0.53  0.0367   2051.0     1.17   0.194   144.4    5.6   1.168    1588  1  0.040
site15 CFKADS2218   75  62.9130  62.9550  2025   62  22   436.36     0.21  0.0367   2046.3     1.29   0.194   144.1    5.6   1.168    1594  1  0.040
site15 CFKADS2218   75  62.9550  62.9970  2025   62  23   436.13     0.41  0.0367   2043.0     1.86   0.194   144.4    5.7   1.168    1578  1  0.040
site15 CFKADS2218   75  62.9970  63.0380  2025   63   0   436.11     1.57  0.0374   2039.9     0.61   0.200   142.6    5.9   1.171    1597  1  0.040
site15 CFKADS2218   75  63.0380  63.0800  2025   63   1   441.00     1.68  0.0374   2043.6     1.18   0.200   146.0    5.2   1.171    1591  1  0.040
site15 CFKADS2218   75  63.0800  63.1220  2025   63   2   440.77     0.73  0.0374   2049.4     1.84   0.200   147.3    5.4   1.171    1586  1  0.040
site15 CFKADS2218   75  63.1220  63.1630  2025   63   3   439.27     2.21  0.0374   2049.6     1.06   0.200   142.5    5.5   1.171    1597  1  0.040
site15 CFKADS2218   75  63.1630  63.2050  2025   63   4   435.32     0.33  0.0374   2054.6     3.39   0.200   145.0    5.6   1.171    1591  1  0.040
site15 CFKADS2218   75  63.2050  63.2470  2025   63   5   434.45     0.23  0.0374   2042.4     0.97   0.200   144.1    5.3   1.171    1604  1  0.040
site15 CFKADS2218   75  63.2470  63.2880  2025   63   6   434.46     0.21  0.0374   2041.3     0.56   0.200   145.7    5.6   1.171    1588  1  0.040
site15 CFKADS2218   75  63.2880  63.3300  2025   63   7   434.20     0.29  0.0374   2038.9     0.97   0.200   143.8    5.5   1.171    1589  1  0.040
site15 CFKADS2218   75  63.3300  63.3720  2025   63   8   433.87     0.17  0.0374   2034.4     0.73   0.200   137.3    5.5   1.171    1599  1  0.040
site15 CFKADS2218   75  63.3720  63.4130  2025   63   9   434.70     0.24  0.0374   2037.8     0.86   0.200   139.0    5.6   1.171    1587  1  0.040
site15 CFKADS2218   75  63.4130  63.4550  2025   63  10   435.30     0.24  0.0374   2039.9     1.27   0.200   139.7    5.1   1.171    1601  1  0.040
site15 CFKADS2218   75  63.4550  63.4970  2025   63  11   436.37     0.51  0.0374   2042.6     0.96   0.200   146.1    6.5   1.171    1597  1  0.040
site15 CFKADS2218   75  63.4970  63.5380  2025   63  12   436.73     0.42  0.0374   2043.3     0.85   0.200   150.0    6.1   1.171    1594  1  0.040
site15 CFKADS2218   75  63.5380  63.5800  2025   63  13   436.56     0.42  0.0374   2045.8     1.76   0.200   152.5    5.9   1.171    1283  1  0.040
site15 CFKADS2218   75  63.5800  63.6220  2025   63  14   435.93     0.26  0.0374   2046.9     1.36   0.200   150.2    5.4   1.171    1594  1  0.040
site15 CFKADS2218   75  63.6220  63.6630  2025   63  15   435.33     0.36  0.0374   2045.8     0.41   0.200   152.2    5.5   1.171    1599  1  0.040
site15 CFKADS2218   75  63.6630  63.7050  2025   63  16   434.54     0.23  0.0374   2045.6     0.80   0.200   155.0    5.8   1.171    1586  1  0.040
site15 CFKADS2218   75  63.7050  63.7470  2025   63  17   434.36     0.26  0.0374   2047.5     1.05   0.200   161.5    5.6   1.171    1603  1  0.040
site15 CFKADS2218   75  63.7470  63.7880  2025   63  18   433.61     0.18  0.0374   2042.5     1.64   0.200   160.1    5.5   1.171    1599  1  0.040
site15 CFKADS2218   75  63.7880  63.8300  2025   63  19   433.22     0.46  0.0374   2036.2     3.38   0.200   154.2    6.8   1.171    1628  1  0.040
site15 CFKADS2218   75  63.8300  63.8720  2025   63  20   433.76     0.72  0.0374   2029.9     0.98   0.200   141.3    6.0   1.171    1633  1  0.040
site15 CFKADS2218   75  63.8720  63.9130  2025   63  21   431.92     0.33  0.0374   2034.2     1.49   0.200   139.8    5.5   1.171    1651  1  0.050
site15 CFKADS2218   75  63.9130  63.9550  2025   63  22   432.48     0.26  0.0374   2039.1     3.88   0.200   142.2    5.4   1.171    1674  1  0.050
site15 CFKADS2218   75  63.9550  63.9970  2025   63  23   432.21     0.36  0.0374   2037.6     3.22   0.200   141.7    5.7   1.171    1688  1  0.050
site15 CFKADS2218   75  63.9970  64.0380  2025   64   0   432.59     0.39  0.0407   2034.8     1.71   0.212   143.2    5.2   1.159    1690  1  0.050
site15 CFKADS2218   75  64.0380  64.0800  2025   64   1   435.59     2.21  0.0407   2036.8     1.08   0.212   144.4    5.2   1.159    1676  1  0.050
site15 CFKADS2218   75  64.0800  64.1220  2025   64   2   436.25     3.45  0.0407   2041.2     2.54   0.212   146.9    5.4   1.159    1660  1  0.050
site15 CFKADS2218   75  64.1220  64.1630  2025   64   3   436.41     0.49  0.0407   2042.3     1.64   0.212   146.8    5.5   1.159    1653  1  0.050
site15 CFKADS2218   75  64.1630  64.2050  2025   64   4   436.95     0.57  0.0407   2045.8     2.81   0.212   147.2    5.3   1.159    1625  1  0.040
site15 CFKADS2218   75  64.2050  64.2470  2025   64   5   436.52     0.36  0.0407   2041.8     2.05   0.212   148.8    5.3   1.159    1583  1  0.040
site15 CFKADS2218   75  64.2470  64.2880  2025   64   6   435.62     0.50  0.0407   2040.9     1.89   0.212   148.7    5.4   1.159    1593  1  0.040
site15 CFKADS2218   75  64.2880  64.3300  2025   64   7   435.13     0.87  0.0407   2037.3     2.33   0.212   146.2    5.5   1.159    1595  1  0.040
site15 CFKADS2218   75  64.3300  64.3720  2025   64   8   434.26     0.92  0.0407   2036.5     5.04   0.212   134.9    9.8   1.159    1627  1  0.050
site15 CFKADS2218   75  64.3720  64.4130  2025   64   9   433.88     0.25  0.0407   2029.0     3.21   0.212   123.8    5.2   1.159    1600  1  0.040
site15 CFKADS2218   75  64.4130  64.4550  2025   64  10   433.74     0.24  0.0407   2030.7     1.16   0.212   124.4    5.3   1.159    1608  1  0.040
site15 CFKADS2218   75  64.4550  64.4970  2025   64  11   433.69     0.26  0.0407   2035.0     2.11   0.212   124.8    5.5   1.159    1607  1  0.040
site15 CFKADS2218   75  64.4970  64.5380  2025   64  12   434.00     0.36  0.0407   2038.2     1.09   0.212   124.4    5.8   1.159    1280  1  0.040
site15 CFKADS2218   75  64.5380  64.5800  2025   64  13   433.93     0.33  0.0407   2039.4     1.46   0.212   123.7    5.5   1.159    1600  1  0.040
site15 CFKADS2218   75  64.5800  64.6220  2025   64  14   434.01     0.22  0.0407   2042.4     1.07   0.212   121.9    5.5   1.159    1618  1  0.040
site15 CFKADS2218   75  64.6220  64.6630  2025   64  15   435.35     1.56  0.0407   2052.3     8.10   0.212   124.3    6.4   1.159    1603  1  0.040
site15 CFKADS2218   75  64.6630  64.7050  2025   64  16   441.57     0.44  0.0407   2076.2     4.64   0.212   137.9    5.8   1.159    1592  1  0.040
site15 CFKADS2218   75  64.7050  64.7470  2025   64  17   440.34     0.24  0.0407   2071.2     3.66   0.212   133.3    5.1   1.159    1605  1  0.040
site15 CFKADS2218   75  64.7470  64.7880  2025   64  18   439.99     0.09  0.0407   2069.7     7.89   0.212   133.9    5.2   1.159    1588  1  0.040
site15 CFKADS2218   75  64.7880  64.8300  2025   64  19   439.49     0.41  0.0407   2061.7     1.06   0.212   133.9    5.3   1.159    1596  1  0.040
site15 CFKADS2218   75  64.8300  64.8720  2025   64  20   438.54     0.15  0.0407   2056.6     1.48   0.212   131.9    5.2   1.159    1587  1  0.040
site15 CFKADS2218   75  64.8720  64.9130  2025   64  21   438.28     0.07  0.0407   2055.4     1.82   0.212   130.6    5.2   1.159    1588  1  0.040
site15 CFKADS2218   75  64.9130  64.9550  2025   64  22   438.27     0.13  0.0407   2054.9     1.03   0.212   131.7    5.3   1.159    1591  1  0.040
site15 CFKADS2218   75  64.9550  64.9970  2025   64  23   438.31     0.34  0.0407   2048.2     1.96   0.212   131.3    5.3   1.159    1586  1  0.040
site15 CFKADS2218   75  64.9970  65.0380  2025   65   0   437.76     0.18  0.0410   2044.6     0.34   0.214   128.9    5.6   1.196    1586  1  0.040
site15 CFKADS2218   75  65.0380  65.0800  2025   65   1   437.51     0.46  0.0410   2044.8     0.38   0.214   130.0    5.6   1.196    1583  1  0.040
site15 CFKADS2218   75  65.0800  65.1220  2025   65   2   437.17     0.10  0.0410   2044.8     0.24   0.214   129.5    5.3   1.196    1587  1  0.040
site15 CFKADS2218   75  65.1220  65.1630  2025   65   3   437.10     0.12  0.0410   2043.7     0.45   0.214   130.1    5.2   1.196    1596  1  0.040
site15 CFKADS2218   75  65.1630  65.2050  2025   65   4   436.97     0.07  0.0410   2042.9     0.25   0.214   130.1    5.4   1.196    1582  1  0.040
site15 CFKADS2218   75  65.2050  65.2470  2025   65   5   436.78     0.21  0.0410   2043.3     0.41   0.214   129.6    5.2   1.196    1586  1  0.040
site15 CFKADS2218   75  65.2470  65.2880  2025   65   6   436.77     0.11  0.0410   2045.0     0.72   0.214   131.1    5.2   1.196    1586  1  0.040
site15 CFKADS2218   75  65.2880  65.3300  2025   65   7   436.96     0.09  0.0410   2047.4     0.53   0.214   133.3    5.3   1.196    1576  1  0.040
site15 CFKADS2218   75  65.3300  65.3720  2025   65   8   436.93     0.07  0.0410   2047.3     0.37   0.214   133.9    5.1   1.196    1580  1  0.040
site15 CFKADS2218   75  65.3720  65.4130  2025   65   9   437.00     0.08  0.0410   2047.6     0.39   0.214   133.5    5.4   1.196    1590  1  0.040
site15 CFKADS2218   75  65.4130  65.4550  2025   65  10   437.07     0.12  0.0410   2048.2     0.69   0.214   134.5    5.5   1.196    1585  1  0.040
site15 CFKADS2218   75  65.4550  65.4970  2025   65  11   436.20     0.47  0.0410   2042.1     2.99   0.214   129.9    5.5   1.196    1261  1  0.040
site15 CFKADS2218   75  65.4970  65.5380  2025   65  12   435.45     0.28  0.0410   2037.0     1.31   0.214   126.6    5.3   1.196    1593  1  0.040
site15 CFKADS2218   75  65.5380  65.5800  2025   65  13   434.87     0.19  0.0410   2034.4     0.94   0.214   124.8    5.3   1.196    1581  1  0.040
site15 CFKADS2218   75  65.5800  65.6220  2025   65  14   434.84     0.12  0.0410   2035.0     1.11   0.214   125.1    5.4   1.196    1582  1  0.040
site15 CFKADS2218   75  65.6220  65.6630  2025   65  15   434.89     0.33  0.0410   2034.5     0.80   0.214   125.0    5.4   1.196    1589  1  0.040
site15 CFKADS2218   75  65.6630  65.7050  2025   65  16   435.12     0.18  0.0410   2033.8     0.72   0.214   123.5    5.2   1.196    1603  1  0.040
site15 CFKADS2218   75  65.7050  65.7470  2025   65  17   434.84     0.18  0.0410   2034.2     0.49   0.214   123.4    5.5   1.196    1609  1  0.040
site15 CFKADS2218   75  65.7470  65.7880  2025   65  18   434.61     0.12  0.0410   2034.3     0.41   0.214   122.6    5.2   1.196    1612  1  0.040
site15 CFKADS2218   75  65.7880  65.8300  2025   65  19   434.54     0.10  0.0410   2034.0     0.49   0.214   122.3    5.3   1.196    1614  1  0.040
site15 CFKADS2218   75  65.8300  65.8720  2025   65  20   434.44     0.12  0.0410   2032.8     0.73   0.214   122.4    5.3   1.196    1624  1  0.040
site15 CFKADS2218   75  65.8720  65.9130  2025   65  21   434.21     0.13  0.0410   2036.4     9.47   0.214   122.1    5.3   1.196    1618  1  0.040
site15 CFKADS2218   75  65.9130  65.9550  2025   65  22   434.20     0.11  0.0410   2145.4    45.18   0.214   122.5    5.4   1.196    1616  1  0.040
site15 CFKADS2218   75  65.9550  65.9970  2025   65  23   434.24     0.07  0.0410   2107.1    53.00   0.214   123.5    5.4   1.196    1612  1  0.040
site15 CFKADS2218   75  66.0000      NaN  2025   66   0      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.0417      NaN  2025   66   1      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.0833      NaN  2025   66   2      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.1250      NaN  2025   66   3      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.1667      NaN  2025   66   4      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.2083      NaN  2025   66   5      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.2500      NaN  2025   66   6      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.2917      NaN  2025   66   7      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.3333      NaN  2025   66   8      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.3750      NaN  2025   66   9      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.4167      NaN  2025   66  10      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.4583      NaN  2025   66  11      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.5000      NaN  2025   66  12      NaN      NaN     NaN      NaN      NaN     NaN     NaN    NaN     NaN       0  0    NaN
site15 CFKADS2218   75  66.5380  66.5800  2025   66  13   441.69     7.49  0.0432   2039.2     4.53   0.224   135.3    9.1   1.125    1590  1  0.040
site15 CFKADS2218   75  66.5800  66.6220  2025   66  14   448.15     4.25  0.0432   2046.8     7.00   0.224   151.3   12.6   1.125    1583  1  0.040
site15 CFKADS2218   75  66.6220  66.6630  2025   66  15   438.89     0.50  0.0432   2045.8     1.77   0.224   138.2    5.7   1.125    1592  1  0.040
site15 CFKADS2218   75  66.6630  66.7050  2025   66  16   438.41     3.83  0.0432   2033.5     4.25   0.224   129.4    6.7   1.125    1601  1  0.040
site15 CFKADS2218   75  66.7050  66.7470  2025   66  17   435.17     0.43  0.0432   2038.5     4.42   0.224   124.7    5.5   1.125    1607  1  0.040
site15 CFKADS2218   75  66.7470  66.7880  2025   66  18   434.51     0.24  0.0432   2027.0     2.12   0.224   124.6    5.2   1.125    1602  1  0.040
site15 CFKADS2218   75  66.7880  66.8300  2025   66  19   434.17     0.57  0.0432   2034.2    14.59   0.224   127.1    6.1   1.125    1601  1  0.040
site15 CFKADS2218   75  66.8300  66.8720  2025   66  20   439.40     1.38  0.0432   2080.8     9.99   0.224   153.3    9.2   1.125    1603  1  0.040
site15 CFKADS2218   75  66.8720  66.9130  2025   66  21   438.33     0.52  0.0432   2056.6     4.60   0.224   150.2    5.8   1.125    1608  1  0.040
site15 CFKADS2218   75  66.9130  66.9550  2025   66  22   436.60     0.43  0.0432   2046.3     1.39   0.224   142.5    5.8   1.125    1604  1  0.040
site15 CFKADS2218   75  66.9550  66.9970  2025   66  23   436.76     1.21  0.0432   2042.4     3.48   0.224   139.5    5.6   1.125    1601  1  0.040
site15 CFKADS2218   75  66.9970  67.0380  2025   67   0   439.94     0.96  0.0437   2046.9     8.41   0.224   158.1    8.7   1.160    1598  1  0.040
site15 CFKADS2218   75  67.0380  67.0800  2025   67   1   443.34     1.75  0.0437   2154.7    44.19   0.224   185.8   15.6   1.160    1606  1  0.040
site15 CFKADS2218   75  67.0800  67.1220  2025   67   2   445.21     1.09  0.0437   2083.1     7.75   0.224   205.2   14.8   1.160    1599  1  0.040
site15 CFKADS2218   75  67.1220  67.1630  2025   67   3   444.41     0.42  0.0437   2055.9     3.23   0.224   177.2    8.6   1.160    1610  1  0.040
site15 CFKADS2218   75  67.1630  67.2050  2025   67   4   445.33     0.63  0.0437   2060.2     1.62   0.224   165.6    7.1   1.160    1604  1  0.040
site15 CFKADS2218   75  67.2050  67.2470  2025   67   5   442.17     0.69  0.0437   2062.3     3.06   0.224   147.4    6.8   1.160    1602  1  0.040
site15 CFKADS2218   75  67.2470  67.2880  2025   67   6   440.40     0.69  0.0437   2067.1     3.51   0.224   142.7    5.8   1.160    1604  1  0.040
site15 CFKADS2218   75  67.2880  67.3300  2025   67   7   440.47     0.66  0.0437   2119.8    44.51   0.224   149.1   10.4   1.160    1603  1  0.040
site15 CFKADS2218   75  67.3300  67.3720  2025   67   8   439.53     0.34  0.0437   2098.1    19.94   0.224   143.7    6.4   1.160    1606  1  0.040
site15 CFKADS2218   75  67.3720  67.4130  2025   67   9   440.19     0.26  0.0437   2087.6    11.68   0.224   158.4    8.0   1.160    1275  1  0.040
site15 CFKADS2218   75  67.4130  67.4550  2025   67  10   442.00     1.44  0.0437   2069.7    13.85   0.224   194.5   24.8   1.160    1597  1  0.040
site15 CFKADS2218   75  67.4550  67.4970  2025   67  11   447.62     0.78  0.0437   2085.7     3.40   0.224   250.4   16.9   1.160    1592  1  0.040
site15 CFKADS2218   75  67.4970  67.5380  2025   67  12   446.08     0.65  0.0437   2096.5     8.47   0.224   194.9    8.8   1.160    1590  1  0.040
site15 CFKADS2218   75  67.5380  67.5800  2025   67  13   444.94     0.18  0.0437   2091.1     1.51   0.224   181.5    5.4   1.160    1601  1  0.040
site15 CFKADS2218   75  67.5800  67.6220  2025   67  14   443.92     0.33  0.0437   2087.2     2.32   0.224   171.9    5.7   1.160    1613  1  0.040
site15 CFKADS2218   75  67.6220  67.6630  2025   67  15   442.72     0.88  0.0437   2082.1     4.12   0.224   168.8    6.8   1.160    1622  1  0.040
site15 CFKADS2218   75  67.6630  67.7050  2025   67  16   438.65     1.14  0.0437   2061.9     6.30   0.224   149.9    7.8   1.160    1636  1  0.040
site15 CFKADS2218   75  67.7050  67.7470  2025   67  17   436.63     0.28  0.0437   2050.3     1.58   0.224   139.2    5.7   1.160    1651  1  0.040
site15 CFKADS2218   75  67.7470  67.7880  2025   67  18   435.60     0.45  0.0437   2043.8     3.41   0.224   134.0    5.9   1.160    1649  1  0.040
site15 CFKADS2218   75  67.7880  67.8300  2025   67  19   434.76     0.16  0.0437   2036.5     1.18   0.224   130.4    5.7   1.160    1631  1  0.040
site15 CFKADS2218   75  67.8300  67.8720  2025   67  20   434.93     0.11  0.0437   2036.4     1.26   0.224   131.2    5.6   1.160    1628  1  0.040
site15 CFKADS2218   75  67.8720  67.9130  2025   67  21   435.49     0.29  0.0437   2039.6     2.10   0.224   131.3    5.6   1.160    1648  1  0.040
site15 CFKADS2218   75  67.9130  67.9550  2025   67  22   435.30     0.11  0.0437   2036.4     0.73   0.224   127.8    5.0   1.160    1652  1  0.040
site15 CFKADS2218   75  67.9550  67.9970  2025   67  23   435.32     0.10  0.0437   2035.8     0.47   0.224   129.4    5.4   1.160    1630  1  0.040
site15 CFKADS2218   75  67.9970  68.0380  2025   68   0   435.62     0.23  0.0449   2035.3     0.60   0.229   131.3    5.6   1.129    1611  1  0.040
site15 CFKADS2218   75  68.0380  68.0800  2025   68   1   435.60     0.18  0.0449   2035.5     0.59   0.229   129.3    5.3   1.129    1623  1  0.040
site15 CFKADS2218   75  68.0800  68.1220  2025   68   2   435.91     0.50  0.0449   2035.2     0.61   0.229   132.5    8.8   1.129    1611  1  0.040
site15 CFKADS2218   75  68.1220  68.1630  2025   68   3   435.75     0.98  0.0449   2035.7     2.36   0.229   134.0   12.0   1.129    1616  1  0.040
site15 CFKADS2218   75  68.1630  68.2050  2025   68   4   436.11     0.36  0.0449   2035.9     1.15   0.229   141.7    8.1   1.129    1607  1  0.040
site15 CFKADS2218   75  68.2050  68.2470  2025   68   5   438.77     1.02  0.0449   2039.8     1.26   0.229   153.7    7.1   1.129    1601  1  0.040
site15 CFKADS2218   75  68.2470  68.2880  2025   68   6   438.34     0.50  0.0449   2039.9     0.43   0.229   148.2    5.1   1.129    1605  1  0.040
site15 CFKADS2218   75  68.2880  68.3300  2025   68   7   438.44     0.23  0.0449   2043.1     4.32   0.229   147.2    5.4   1.129    1604  1  0.040
